column_a,year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,yearmonth
323557  ,2008,1    ,30        ,3        ,1320.0 ,1305      ,1507.0 ,1503      ,EV           ,4168     ,N748EV ,107.0            ,118.0         ,90.0   ,4.0     ,15.0    ,ATL   ,DTW ,594     ,6.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323558  ,2008,1    ,31        ,4        ,1347.0 ,1305      ,1524.0 ,1503      ,EV           ,4168     ,N722EV ,97.0             ,118.0         ,78.0   ,21.0    ,42.0    ,ATL   ,DTW ,594     ,7.0   ,12.0   ,false    ,N               ,false   ,21.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323559  ,2008,1    ,1         ,2        ,1353.0 ,1322      ,1649.0 ,1625      ,EV           ,4168     ,N839AS ,116.0            ,123.0         ,92.0   ,24.0    ,31.0    ,OKC   ,ATL ,761     ,13.0  ,11.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,24.0             ,2008-01
323560  ,2008,1    ,2         ,3        ,1401.0 ,1322      ,1653.0 ,1625      ,EV           ,4168     ,N876AS ,112.0            ,123.0         ,95.0   ,28.0    ,39.0    ,OKC   ,ATL ,761     ,8.0   ,9.0    ,false    ,N               ,false   ,28.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323561  ,2008,1    ,3         ,4        ,1714.0 ,1640      ,1914.0 ,1840      ,EV           ,4169     ,N748EV ,120.0            ,120.0         ,91.0   ,34.0    ,34.0    ,ATL   ,DTW ,594     ,6.0   ,23.0   ,false    ,N               ,false   ,34.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323562  ,2008,1    ,6         ,7        ,1655.0 ,1640      ,1859.0 ,1843      ,EV           ,4169     ,N914EV ,124.0            ,123.0         ,98.0   ,16.0    ,15.0    ,ATL   ,DTW ,594     ,9.0   ,17.0   ,false    ,N               ,false   ,15.0        ,0.0         ,1.0     ,0.0          ,0.0              ,2008-01
323563  ,2008,1    ,7         ,1        ,1722.0 ,1640      ,1908.0 ,1840      ,EV           ,4169     ,N708EV ,106.0            ,120.0         ,87.0   ,28.0    ,42.0    ,ATL   ,DTW ,594     ,5.0   ,14.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,28.0             ,2008-01
323564  ,2008,1    ,8         ,2        ,1735.0 ,1640      ,1930.0 ,1840      ,EV           ,4169     ,N730EV ,115.0            ,120.0         ,91.0   ,50.0    ,55.0    ,ATL   ,DTW ,594     ,7.0   ,17.0   ,false    ,N               ,false   ,50.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323566  ,2008,1    ,10        ,4        ,1744.0 ,1715      ,1934.0 ,1915      ,EV           ,4169     ,N724EV ,110.0            ,120.0         ,82.0   ,19.0    ,29.0    ,ATL   ,DTW ,594     ,10.0  ,18.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,19.0             ,2008-01
25232   ,2008,1    ,10        ,4        ,1313.0 ,1300      ,1339.0 ,1320      ,WN           ,584      ,N331SW ,86.0             ,80.0          ,61.0   ,19.0    ,13.0    ,SLC   ,LAS ,368     ,5.0   ,20.0   ,false    ,N               ,false   ,0.0         ,0.0         ,6.0     ,0.0          ,13.0             ,2008-01
323568  ,2008,1    ,13        ,7        ,1759.0 ,1715      ,1951.0 ,1915      ,EV           ,4169     ,N717EV ,112.0            ,120.0         ,90.0   ,36.0    ,44.0    ,ATL   ,DTW ,594     ,8.0   ,14.0   ,false    ,N               ,false   ,36.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323569  ,2008,1    ,14        ,1        ,1726.0 ,1640      ,1914.0 ,1840      ,EV           ,4169     ,N710EV ,108.0            ,120.0         ,85.0   ,34.0    ,46.0    ,ATL   ,DTW ,594     ,8.0   ,15.0   ,false    ,N               ,false   ,34.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323571  ,2008,1    ,16        ,3        ,1745.0 ,1640      ,1955.0 ,1840      ,EV           ,4169     ,N744EV ,130.0            ,120.0         ,81.0   ,75.0    ,65.0    ,ATL   ,DTW ,594     ,7.0   ,42.0   ,false    ,N               ,false   ,65.0        ,0.0         ,10.0    ,0.0          ,0.0              ,2008-01
323572  ,2008,1    ,17        ,4        ,1738.0 ,1640      ,1951.0 ,1840      ,EV           ,4169     ,N730EV ,133.0            ,120.0         ,86.0   ,71.0    ,58.0    ,ATL   ,DTW ,594     ,10.0  ,37.0   ,false    ,N               ,false   ,43.0        ,15.0        ,13.0    ,0.0          ,0.0              ,2008-01
323575  ,2008,1    ,22        ,2        ,1646.0 ,1640      ,1848.0 ,1840      ,EV           ,4169     ,N748EV ,122.0            ,120.0         ,92.0   ,8.0     ,6.0     ,ATL   ,DTW ,594     ,11.0  ,19.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323576  ,2008,1    ,23        ,3        ,1649.0 ,1640      ,1851.0 ,1840      ,EV           ,4169     ,N761EV ,122.0            ,120.0         ,95.0   ,11.0    ,9.0     ,ATL   ,DTW ,594     ,5.0   ,22.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323579  ,2008,1    ,28        ,1        ,1646.0 ,1640      ,1847.0 ,1840      ,EV           ,4169     ,N707EV ,121.0            ,120.0         ,98.0   ,7.0     ,6.0     ,ATL   ,DTW ,594     ,6.0   ,17.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323580  ,2008,1    ,29        ,2        ,1646.0 ,1640      ,1851.0 ,1840      ,EV           ,4169     ,N710EV ,125.0            ,120.0         ,106.0  ,11.0    ,6.0     ,ATL   ,DTW ,594     ,7.0   ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323581  ,2008,1    ,30        ,3        ,1707.0 ,1640      ,1901.0 ,1840      ,EV           ,4169     ,N761EV ,114.0            ,120.0         ,94.0   ,21.0    ,27.0    ,ATL   ,DTW ,594     ,5.0   ,15.0   ,false    ,N               ,false   ,13.0        ,0.0         ,0.0     ,0.0          ,8.0              ,2008-01
323582  ,2008,1    ,31        ,4        ,1652.0 ,1640      ,1845.0 ,1840      ,EV           ,4169     ,N741EV ,113.0            ,120.0         ,77.0   ,5.0     ,12.0    ,ATL   ,DTW ,594     ,7.0   ,29.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25238   ,2008,1    ,10        ,4        ,1726.0 ,1710      ,1815.0 ,1810      ,WN           ,2377     ,N362SW ,109.0            ,120.0         ,93.0   ,5.0     ,16.0    ,SLC   ,LAX ,590     ,8.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323584  ,2008,1    ,2         ,3        ,2210.0 ,2045      ,2258.0 ,2136      ,EV           ,4169     ,N931EV ,108.0            ,111.0         ,76.0   ,82.0    ,85.0    ,ATL   ,LIT ,453     ,6.0   ,26.0   ,false    ,N               ,false   ,82.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323593  ,2008,1    ,6         ,7        ,1600.0 ,1405      ,1836.0 ,1624      ,EV           ,4170     ,N921EV ,156.0            ,139.0         ,118.0  ,132.0   ,115.0   ,ATL   ,HPN ,780     ,8.0   ,30.0   ,false    ,N               ,false   ,53.0        ,0.0         ,17.0    ,0.0          ,62.0             ,2008-01
323594  ,2008,1    ,20        ,7        ,1618.0 ,1605      ,1626.0 ,1621      ,EV           ,4170     ,N706EV ,68.0             ,76.0          ,48.0   ,5.0     ,13.0    ,ATL   ,PNS ,272     ,2.0   ,18.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323595  ,2008,1    ,6         ,7        ,1903.0 ,1659      ,2126.0 ,1941      ,EV           ,4170     ,N921EV ,143.0            ,162.0         ,107.0  ,105.0   ,124.0   ,HPN   ,ATL ,780     ,11.0  ,25.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,105.0            ,2008-01
323598  ,2008,1    ,13        ,7        ,1051.0 ,945       ,1216.0 ,1116      ,EV           ,4171     ,N331CA ,145.0            ,151.0         ,118.0  ,60.0    ,66.0    ,ATL   ,HOU ,696     ,4.0   ,23.0   ,false    ,N               ,false   ,60.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323599  ,2008,1    ,20        ,7        ,1004.0 ,945       ,1110.0 ,1116      ,EV           ,4171     ,N723EV ,126.0            ,151.0         ,111.0  ,-6.0    ,19.0    ,ATL   ,HOU ,696     ,2.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323600  ,2008,1    ,27        ,7        ,952.0  ,945       ,1115.0 ,1116      ,EV           ,4171     ,N708EV ,143.0            ,151.0         ,107.0  ,-1.0    ,7.0     ,ATL   ,HOU ,696     ,2.0   ,34.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323601  ,2008,1    ,2         ,3        ,619.0  ,600       ,845.0  ,752       ,EV           ,4171     ,N933EV ,146.0            ,112.0         ,83.0   ,53.0    ,19.0    ,CLE   ,ATL ,554     ,16.0  ,47.0   ,false    ,N               ,false   ,19.0        ,0.0         ,34.0    ,0.0          ,0.0              ,2008-01
323602  ,2008,1    ,3         ,4        ,1700.0 ,1530      ,1826.0 ,1648      ,EV           ,4172     ,N909EV ,86.0             ,78.0          ,58.0   ,98.0    ,90.0    ,ATL   ,ILM ,377     ,2.0   ,26.0   ,false    ,N               ,false   ,30.0        ,0.0         ,38.0    ,0.0          ,30.0             ,2008-01
323603  ,2008,1    ,4         ,5        ,1611.0 ,1530      ,1729.0 ,1648      ,EV           ,4172     ,N877AS ,78.0             ,78.0          ,56.0   ,41.0    ,41.0    ,ATL   ,ILM ,377     ,6.0   ,16.0   ,false    ,N               ,false   ,11.0        ,0.0         ,0.0     ,0.0          ,30.0             ,2008-01
25241   ,2008,1    ,10        ,4        ,1636.0 ,1625      ,2033.0 ,2025      ,WN           ,337      ,N766SW ,177.0            ,180.0         ,151.0  ,8.0     ,11.0    ,SLC   ,MDW ,1258    ,5.0   ,21.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323604  ,2008,1    ,6         ,7        ,1550.0 ,1530      ,1700.0 ,1648      ,EV           ,4172     ,N977EV ,70.0             ,78.0          ,57.0   ,12.0    ,20.0    ,ATL   ,ILM ,377     ,3.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323605  ,2008,1    ,7         ,1        ,1607.0 ,1530      ,1727.0 ,1648      ,EV           ,4172     ,N873AS ,80.0             ,78.0          ,56.0   ,39.0    ,37.0    ,ATL   ,ILM ,377     ,4.0   ,20.0   ,false    ,N               ,false   ,37.0        ,0.0         ,2.0     ,0.0          ,0.0              ,2008-01
323606  ,2008,1    ,8         ,2        ,1643.0 ,1530      ,1758.0 ,1648      ,EV           ,4172     ,N836AS ,75.0             ,78.0          ,53.0   ,70.0    ,73.0    ,ATL   ,ILM ,377     ,2.0   ,20.0   ,false    ,N               ,false   ,64.0        ,6.0         ,0.0     ,0.0          ,0.0              ,2008-01
323607  ,2008,1    ,9         ,3        ,1543.0 ,1530      ,1652.0 ,1648      ,EV           ,4172     ,N886AS ,69.0             ,78.0          ,54.0   ,4.0     ,13.0    ,ATL   ,ILM ,377     ,2.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323608  ,2008,1    ,10        ,4        ,1543.0 ,1530      ,1655.0 ,1648      ,EV           ,4172     ,N879AS ,72.0             ,78.0          ,54.0   ,7.0     ,13.0    ,ATL   ,ILM ,377     ,3.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323609  ,2008,1    ,11        ,5        ,1615.0 ,1530      ,1747.0 ,1648      ,EV           ,4172     ,N872AS ,92.0             ,78.0          ,52.0   ,59.0    ,45.0    ,ATL   ,ILM ,377     ,2.0   ,38.0   ,false    ,N               ,false   ,27.0        ,0.0         ,32.0    ,0.0          ,0.0              ,2008-01
323614  ,2008,1    ,17        ,4        ,1543.0 ,1530      ,1702.0 ,1648      ,EV           ,4172     ,N903EV ,79.0             ,78.0          ,52.0   ,14.0    ,13.0    ,ATL   ,ILM ,377     ,1.0   ,26.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323615  ,2008,1    ,18        ,5        ,1555.0 ,1530      ,1704.0 ,1648      ,EV           ,4172     ,N977EV ,69.0             ,78.0          ,50.0   ,16.0    ,25.0    ,ATL   ,ILM ,377     ,4.0   ,15.0   ,false    ,N               ,false   ,16.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323616  ,2008,1    ,20        ,7        ,1541.0 ,1530      ,1653.0 ,1648      ,EV           ,4172     ,N929EV ,72.0             ,78.0          ,51.0   ,5.0     ,11.0    ,ATL   ,ILM ,377     ,6.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323617  ,2008,1    ,21        ,1        ,1605.0 ,1530      ,1709.0 ,1648      ,EV           ,4172     ,N848AS ,64.0             ,78.0          ,49.0   ,21.0    ,35.0    ,ATL   ,ILM ,377     ,4.0   ,11.0   ,false    ,N               ,false   ,21.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
1366    ,2008,1    ,3         ,4        ,923.0  ,905       ,1453.0 ,1440      ,WN           ,2103     ,N291WN ,210.0            ,215.0         ,194.0  ,13.0    ,18.0    ,PHX   ,CMH ,1671    ,5.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25250   ,2008,1    ,10        ,4        ,1232.0 ,1205      ,1322.0 ,1310      ,WN           ,3141     ,N273WN ,110.0            ,125.0         ,100.0  ,12.0    ,27.0    ,SLC   ,PDX ,630     ,3.0   ,7.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323619  ,2008,1    ,23        ,3        ,1614.0 ,1530      ,1725.0 ,1648      ,EV           ,4172     ,N921EV ,71.0             ,78.0          ,50.0   ,37.0    ,44.0    ,ATL   ,ILM ,377     ,3.0   ,18.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,37.0             ,2008-01
323620  ,2008,1    ,24        ,4        ,1554.0 ,1530      ,1716.0 ,1648      ,EV           ,4172     ,N886AS ,82.0             ,78.0          ,52.0   ,28.0    ,24.0    ,ATL   ,ILM ,377     ,6.0   ,24.0   ,false    ,N               ,false   ,24.0        ,0.0         ,4.0     ,0.0          ,0.0              ,2008-01
323623  ,2008,1    ,28        ,1        ,1635.0 ,1530      ,1753.0 ,1648      ,EV           ,4172     ,N905EV ,78.0             ,78.0          ,50.0   ,65.0    ,65.0    ,ATL   ,ILM ,377     ,3.0   ,25.0   ,false    ,N               ,false   ,0.0         ,0.0         ,62.0    ,0.0          ,3.0              ,2008-01
323624  ,2008,1    ,29        ,2        ,1545.0 ,1530      ,1705.0 ,1648      ,EV           ,4172     ,N858AS ,80.0             ,78.0          ,57.0   ,17.0    ,15.0    ,ATL   ,ILM ,377     ,3.0   ,20.0   ,false    ,N               ,false   ,0.0         ,0.0         ,17.0    ,0.0          ,0.0              ,2008-01
323625  ,2008,1    ,30        ,3        ,1633.0 ,1530      ,1751.0 ,1648      ,EV           ,4172     ,N843AS ,78.0             ,78.0          ,52.0   ,63.0    ,63.0    ,ATL   ,ILM ,377     ,5.0   ,21.0   ,false    ,N               ,false   ,63.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323626  ,2008,1    ,31        ,4        ,1538.0 ,1531      ,1652.0 ,1649      ,EV           ,4172     ,N839AS ,74.0             ,78.0          ,50.0   ,3.0     ,7.0     ,ATL   ,ILM ,377     ,4.0   ,20.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323631  ,2008,1    ,26        ,6        ,1004.0 ,955       ,1100.0 ,1104      ,EV           ,4172     ,N730EV ,56.0             ,69.0          ,41.0   ,-4.0    ,9.0     ,SAV   ,ATL ,215     ,7.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323633  ,2008,1    ,4         ,5        ,846.0  ,840       ,1018.0 ,1009      ,EV           ,4173     ,N754EV ,92.0             ,89.0          ,67.0   ,9.0     ,6.0     ,ATL   ,IND ,432     ,10.0  ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323635  ,2008,1    ,6         ,7        ,847.0  ,840       ,1018.0 ,1009      ,EV           ,4173     ,N751EV ,91.0             ,89.0          ,66.0   ,9.0     ,7.0     ,ATL   ,IND ,432     ,9.0   ,16.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323637  ,2008,1    ,8         ,2        ,903.0  ,840       ,1103.0 ,1009      ,EV           ,4173     ,N719EV ,120.0            ,89.0          ,83.0   ,54.0    ,23.0    ,ATL   ,IND ,432     ,9.0   ,28.0   ,false    ,N               ,false   ,23.0        ,0.0         ,31.0    ,0.0          ,0.0              ,2008-01
25251   ,2008,1    ,10        ,4        ,1352.0 ,1345      ,1525.0 ,1520      ,WN           ,508      ,N744SW ,93.0             ,95.0          ,70.0   ,5.0     ,7.0     ,SLC   ,PHX ,507     ,4.0   ,19.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
